carat,cut,color,clarity,depth,table,price,x,y,z
1.17,Premium,H,I1,62.8,58.0,3669,6.71,6.69,4.21
0.31,Ideal,D,SI1,62.9,56.0,732,4.34,4.31,2.72
1.64,Good,I,SI1,57.9,61.0,10102,7.78,7.74,4.49
0.31,Premium,G,VVS1,62.1,59.0,816,4.34,4.39,2.71
1.01,Good,F,VS2,62.5,62.0,6089,6.32,6.38,3.97
0.51,Premium,G,VS2,62.4,58.0,1438,5.11,5.12,3.19
1.19,Premium,I,SI2,60.1,59.0,4498,6.9,6.82,4.12
0.42,Ideal,D,VS2,62.4,55.0,877,4.79,4.83,3.0
1.02,Very Good,D,SI1,64.2,58.0,5803,6.32,6.35,4.07
1.0,Fair,D,VVS1,56.7,68.0,10752,6.66,6.64,3.77
0.37,Premium,E,VS2,61.8,59.0,1041,4.6,4.56,2.83
0.73,Premium,D,SI1,62.5,59.0,2579,5.75,5.68,3.57
0.53,Ideal,G,VS2,61.0,55.0,1625,5.23,5.24,3.2
0.91,Good,G,VS1,63.2,58.0,4284,6.07,6.15,3.86
0.7,Very Good,F,VS2,61.2,56.0,2400,5.72,5.78,3.52
0.4,Ideal,G,SI2,62.1,55.0,926,4.73,4.74,2.94
1.0,Premium,G,SI2,59.1,59.0,3696,6.54,6.5,3.85
1.51,Premium,H,SI2,62.3,62.0,7018,7.32,7.21,4.51
0.97,Premium,G,SI1,62.6,58.0,4400,6.24,6.18,3.89
1.01,Premium,H,SI2,61.9,61.0,3394,6.34,6.29,3.91
0.64,Premium,F,VS2,62.2,55.0,2131,5.53,5.5,3.43
0.54,Premium,H,SI1,61.0,58.0,1240,5.27,5.23,3.2
1.7,Premium,E,VS2,58.6,62.0,18342,7.92,7.84,4.62
0.71,Good,F,SI1,57.9,53.0,2300,5.84,5.8,3.37
2.02,Ideal,I,SI2,62.6,56.0,10181,8.05,8.01,5.03
1.52,Premium,I,SI1,61.2,60.0,8299,7.41,7.36,4.52
1.66,Ideal,H,VS1,61.5,56.0,15210,7.6,7.66,4.69
1.2,Ideal,H,VS1,61.1,58.0,8039,6.84,6.88,4.19
1.03,Very Good,H,SI1,60.8,60.0,4836,6.47,6.5,3.94
0.3,Good,F,SI2,63.5,57.0,394,4.22,4.25,2.69
0.5,Premium,E,VS2,58.6,60.0,1654,5.21,5.16,3.04
0.41,Ideal,D,VS1,61.8,57.0,1151,4.75,4.8,2.95
0.4,Premium,E,VS1,61.2,59.0,1125,4.76,4.72,2.9
1.02,Very Good,H,SI2,63.4,63.0,3713,6.36,6.32,4.02
1.2,Premium,G,VS1,62.0,58.0,8911,6.76,6.73,4.18
0.71,Very Good,G,SI1,62.7,58.0,2274,5.7,5.72,3.58
0.32,Ideal,G,VS1,61.2,56.0,645,4.41,4.45,2.71
0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83
1.21,Premium,J,VS2,62.4,58.0,4268,6.83,6.79,4.25
0.7,Very Good,E,VS1,63.4,62.0,2695,5.64,5.56,3.55
0.72,Ideal,F,VS2,62.0,57.0,2607,5.77,5.72,3.56
0.49,Premium,G,SI1,62.5,58.0,1026,5.03,4.98,3.13
1.2,Very Good,J,VS2,58.7,60.0,5234,6.93,6.96,4.08
0.62,Ideal,H,IF,61.9,55.0,2469,5.5,5.52,3.41
0.71,Ideal,I,VS1,62.1,56.0,2306,5.68,5.72,3.54
1.01,Very Good,J,SI2,62.8,59.0,3906,6.34,6.37,3.99
1.19,Premium,G,VS2,61.9,58.0,7389,6.86,6.74,4.21
0.4,Very Good,J,VVS1,61.2,55.0,772,4.75,4.8,2.92
0.9,Good,F,VS2,62.4,58.0,4370,6.08,6.1,3.8
0.75,Premium,E,SI2,63.0,58.0,2372,5.78,5.71,3.62
0.72,Ideal,I,VVS1,61.3,57.0,2654,5.75,5.77,3.53
0.37,Ideal,G,VS2,62.5,53.0,668,4.6,4.61,2.88
0.4,Premium,F,VS1,61.4,58.0,982,4.73,4.75,2.91
0.74,Very Good,G,SI2,63.3,57.0,2398,5.73,5.7,3.62
1.6,Ideal,G,VS1,62.0,57.0,9856,7.47,7.43,4.62
0.3,Very Good,D,VVS2,59.6,61.0,880,4.39,4.34,2.6
1.01,Very Good,F,SI1,63.5,59.0,4846,6.39,6.3,4.03
0.41,Premium,G,VVS2,61.6,58.0,1007,4.74,4.8,2.94
0.73,Very Good,E,VS2,63.1,55.0,3066,5.77,5.71,3.62
1.21,Ideal,H,VVS2,61.3,56.0,8950,6.85,6.89,4.21
0.3,Premium,E,SI1,61.3,60.0,675,4.28,4.24,2.61
0.7,Premium,D,SI1,62.8,60.0,2782,5.68,5.66,3.56
1.55,Very Good,G,VS2,63.1,57.0,11703,7.36,7.31,4.63
0.3,Premium,G,VS1,62.2,59.0,776,4.31,4.28,2.67
1.01,Good,G,VVS2,62.4,61.0,7137,6.34,6.38,3.97
0.4,Ideal,I,SI1,61.2,55.0,692,4.77,4.8,2.93
1.25,Very Good,J,SI1,62.5,57.0,4702,6.83,6.86,4.28
0.7,Premium,H,SI1,61.1,58.0,2383,5.73,5.69,3.49
0.3,Very Good,G,VVS1,60.6,61.0,789,4.33,4.35,2.63
2.01,Ideal,G,SI2,60.9,55.0,17609,8.16,8.19,4.98
0.7,Fair,E,SI1,66.7,59.0,2241,5.49,5.45,3.65
1.0,Very Good,E,VVS2,61.6,60.0,9139,6.41,6.45,3.96
0.62,Premium,F,SI2,61.7,60.0,1329,5.48,5.45,3.37
1.2,Very Good,E,SI1,61.0,58.0,6809,6.83,6.88,4.18
0.33,Ideal,F,VVS1,61.9,55.0,880,4.44,4.48,2.76
1.21,Very Good,I,SI2,63.4,62.0,3964,6.84,6.69,4.31
0.9,Very Good,I,VS1,63.3,58.0,3656,6.07,6.1,3.85
0.5,Very Good,D,VVS2,63.3,55.0,2310,5.08,5.06,3.21
0.32,Ideal,E,VS2,62.1,55.0,639,4.39,4.43,2.74
0.42,Very Good,E,VVS2,62.1,56.0,1167,4.79,4.82,2.98
1.07,Premium,H,SI1,60.0,60.0,5031,6.61,6.65,3.98
1.02,Ideal,G,SI1,62.8,57.0,5055,6.38,6.35,4.0
1.01,Premium,G,VVS2,61.9,58.0,6371,6.48,6.38,3.98
1.51,Premium,F,VS2,62.9,61.0,13945,7.31,7.22,4.57
1.07,Good,I,VS2,63.8,60.0,4194,6.41,6.38,4.08
0.91,Premium,I,SI1,58.4,55.0,2700,6.34,6.32,3.7
0.58,Premium,G,SI1,62.4,60.0,1949,5.34,5.3,3.32
0.59,Ideal,I,SI2,62.8,57.0,1202,5.33,5.37,3.36
0.3,Very Good,G,VS2,63.1,58.0,630,4.27,4.23,2.68
0.74,Ideal,E,SI1,62.6,56.0,2489,5.74,5.7,3.58
0.32,Very Good,H,VVS1,62.7,57.0,730,4.36,4.41,2.75
1.51,Premium,G,SI1,62.3,59.0,7577,7.29,7.21,4.52
1.5,Good,G,VS1,63.8,58.0,13596,7.12,7.21,4.57
1.5,Ideal,G,VS2,63.0,56.0,12821,7.32,7.26,4.59
0.51,Very Good,F,VS1,63.3,57.0,1627,5.06,5.09,3.21
0.5,Very Good,E,SI2,63.2,61.0,1097,5.05,5.02,3.18
0.39,Good,G,VS2,63.3,57.0,787,4.61,4.65,2.93
1.21,Very Good,D,VVS2,62.4,56.0,13630,6.76,6.83,4.24
1.51,Premium,E,SI1,63.0,58.0,11873,7.33,7.27,4.6
1.24,Premium,F,VS1,62.5,58.0,10033,6.87,6.83,4.28
1.05,Ideal,J,SI1,61.7,55.0,4405,6.54,6.56,4.04
0.37,Ideal,G,VS2,61.5,56.0,833,4.64,4.59,2.84
0.5,Premium,E,I1,60.7,61.0,840,5.14,5.05,3.09
0.36,Ideal,D,SI1,62.5,56.0,663,4.55,4.57,2.85
1.51,Ideal,E,VS2,61.2,57.0,14889,7.37,7.47,4.54
0.74,Good,G,SI1,64.2,59.0,1865,5.69,5.62,3.63
0.54,Ideal,F,VS1,60.9,57.0,1866,5.26,5.21,3.19
1.51,Good,H,SI2,63.1,60.0,7723,7.23,7.28,4.58
0.37,Ideal,G,VS2,60.3,56.0,682,4.67,4.7,2.83
0.54,Premium,F,VS2,59.5,58.0,1786,5.36,5.29,3.17
1.23,Ideal,G,VVS2,62.4,55.0,9921,6.8,6.88,4.27
0.25,Very Good,E,VVS1,60.7,58.0,575,4.07,4.1,2.48
0.32,Ideal,G,VS1,61.3,57.0,828,4.4,4.37,2.69
0.34,Ideal,G,VS2,62.4,57.0,517,4.46,4.48,2.79
0.51,Premium,E,VS2,62.5,59.0,1662,5.09,5.08,3.18
1.62,Ideal,H,VS2,62.4,57.0,11114,7.48,7.53,4.68
0.3,Premium,I,SI1,60.9,59.0,506,4.36,4.34,2.65
0.32,Ideal,F,VVS2,61.2,55.0,800,4.43,4.46,2.72
0.55,Very Good,G,VVS1,60.8,58.0,1838,5.25,5.3,3.21
0.9,Ideal,H,VVS2,62.0,57.0,4838,6.2,6.15,3.83
1.12,Good,I,SI2,64.3,60.0,3838,6.59,6.56,4.23
1.0,Ideal,I,SI2,58.8,55.0,3629,6.53,6.46,3.82
0.29,Ideal,F,VVS1,61.7,55.0,815,4.25,4.28,2.63
0.9,Premium,E,VS1,62.1,59.0,5116,6.15,6.09,3.8
1.73,Premium,H,SI1,62.0,59.0,12058,7.68,7.59,4.73
0.5,Good,D,SI1,63.7,56.0,1436,5.05,5.09,3.23
0.71,Very Good,I,VS1,59.0,57.0,2328,5.85,5.88,3.46
0.33,Good,D,VS2,61.8,61.0,652,4.4,4.44,2.73
0.32,Premium,H,VS2,61.9,58.0,505,4.37,4.39,2.71
0.46,Fair,G,VS1,58.0,66.0,1035,5.08,5.03,2.93
0.3,Premium,G,VVS2,61.8,59.0,878,4.26,4.22,2.62
2.01,Premium,J,SI1,62.3,59.0,12048,8.03,7.97,4.98
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52
0.35,Ideal,F,VVS2,62.5,56.0,830,4.51,4.55,2.83
1.16,Ideal,G,VS2,62.5,55.0,8061,6.75,6.69,4.2
1.29,Very Good,G,VS2,58.7,58.0,8684,7.11,7.27,4.22
2.1,Very Good,G,SI2,63.4,58.0,13007,8.19,8.12,5.17
1.28,Premium,H,SI2,62.4,56.0,4588,6.97,6.89,4.34
0.64,Good,H,VS1,61.8,60.3,1786,5.47,5.53,3.4
1.0,Very Good,H,SI2,60.8,60.0,4496,6.44,6.49,3.93
1.04,Premium,H,SI1,58.5,62.0,4659,6.67,6.64,3.89
0.73,Ideal,H,VS2,62.5,58.0,2752,5.71,5.75,3.58
0.9,Good,H,SI1,57.1,56.0,3726,6.33,6.28,3.6
1.01,Premium,H,SI2,62.8,61.0,3959,6.33,6.25,3.95
0.34,Very Good,H,VVS2,63.0,55.0,686,4.44,4.48,2.81
1.25,Ideal,E,SI2,62.3,57.0,6670,6.83,6.88,4.27
1.03,Ideal,E,SI2,61.7,55.0,5491,6.52,6.46,4.01
0.84,Premium,D,VS1,60.6,57.0,4365,6.15,6.06,3.7
0.58,Ideal,G,VVS2,61.8,56.0,2133,5.35,5.36,3.31
0.47,Very Good,D,VS1,60.0,59.0,1795,5.07,5.09,3.06
2.0,Very Good,E,SI2,60.5,60.0,16064,8.03,8.08,4.87
0.9,Premium,F,SI2,60.7,59.0,3553,6.25,6.21,3.78
1.01,Ideal,F,VS1,61.8,57.0,8860,6.41,6.46,3.98
1.12,Ideal,F,SI2,61.6,57.0,4720,6.68,6.66,4.11
0.57,Ideal,E,VS2,61.6,56.0,1728,5.34,5.38,3.3
0.33,Premium,H,VS2,60.4,60.0,521,4.48,4.52,2.72
1.88,Good,J,SI2,57.9,59.0,8048,8.16,8.11,4.71
1.67,Very Good,J,SI1,62.3,59.0,7911,7.59,7.63,4.74
1.04,Ideal,D,SI1,61.9,57.0,6112,6.51,6.54,4.04
0.91,Very Good,I,VS2,59.9,58.0,4008,6.35,6.27,3.78
1.7,Premium,I,SI1,58.6,59.0,8663,7.79,7.75,4.55
0.9,Very Good,H,VVS2,59.9,61.0,4637,6.29,6.19,3.74
0.5,Ideal,E,VS2,61.5,57.0,1624,5.11,5.14,3.15
1.02,Ideal,G,I1,61.5,56.0,3382,6.49,6.46,3.98
0.32,Ideal,H,VVS1,62.2,56.0,936,4.38,4.37,2.72
0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
1.07,Very Good,F,SI1,61.6,58.0,6061,6.54,6.6,4.05
0.92,Very Good,D,SI2,62.4,60.0,4168,6.21,6.25,3.89
0.87,Very Good,D,SI1,60.2,60.0,3664,6.12,6.17,3.7
0.42,Ideal,D,VVS2,62.6,56.0,1389,4.79,4.77,2.99
0.3,Ideal,D,SI1,61.4,55.0,552,4.29,4.34,2.65
0.31,Premium,E,SI1,63.0,59.0,698,4.31,4.26,2.7
0.33,Ideal,D,SI1,61.3,56.0,780,4.46,4.44,2.73
0.31,Ideal,F,VS1,61.8,56.0,695,4.33,4.36,2.68
1.01,Very Good,H,VS2,60.7,58.0,5638,6.47,6.51,3.94
1.01,Premium,H,VS2,62.3,58.0,4412,6.45,6.36,3.99
0.7,Very Good,G,SI1,62.2,58.0,2095,5.63,5.66,3.51
0.28,Very Good,F,IF,59.8,56.0,787,4.27,4.29,2.56
0.4,Ideal,D,SI2,61.3,56.0,622,4.72,4.77,2.91
0.78,Very Good,H,SI1,63.1,58.0,2600,5.85,5.88,3.7
1.0,Very Good,G,VVS2,60.3,62.0,7163,6.41,6.45,3.88
1.35,Very Good,I,VS2,61.7,59.0,6884,7.05,7.09,4.36
0.7,Ideal,F,VS2,61.3,57.0,3008,5.7,5.76,3.51
1.0,Premium,J,SI1,62.8,59.0,3780,6.37,6.27,3.97
0.54,Ideal,E,SI2,60.4,57.0,1266,5.27,5.3,3.19
0.31,Ideal,F,IF,60.1,59.0,901,4.38,4.41,2.64
0.33,Very Good,F,VVS2,62.5,59.0,810,4.4,4.47,2.77
1.01,Premium,F,VS1,61.3,58.0,6999,6.44,6.52,3.97
0.77,Premium,E,SI2,59.8,56.0,2723,6.01,5.96,3.58
0.7,Very Good,E,SI2,63.2,56.0,2298,5.6,5.64,3.55
1.51,Very Good,J,SI1,58.8,59.0,7544,7.47,7.56,4.42
1.11,Premium,G,SI1,60.1,60.0,5281,6.73,6.68,4.03
0.32,Ideal,G,VVS2,61.2,56.0,730,4.41,4.42,2.7
0.5,Ideal,F,SI1,59.9,56.0,1282,5.09,5.36,3.13
0.7,Premium,F,SI1,60.5,58.0,2264,5.77,5.84,3.51
1.01,Premium,G,IF,61.3,58.0,7352,6.48,6.4,3.95
2.05,Premium,G,SI2,60.1,59.0,16357,8.2,8.3,4.96
0.78,Ideal,F,VS2,62.3,56.0,3531,5.91,5.88,3.67
1.1,Ideal,F,I1,61.8,56.0,3678,6.61,6.65,4.1
0.31,Very Good,J,SI1,59.4,62.0,353,4.39,4.43,2.62
0.25,Very Good,E,VVS2,63.1,56.0,740,4.05,4.0,2.54
0.34,Good,G,SI1,63.4,57.0,507,4.42,4.45,2.81
0.58,Ideal,E,VS2,61.9,57.0,1884,5.33,5.37,3.31
0.33,Ideal,H,VS1,61.9,56.0,743,4.48,4.44,2.76
0.52,Ideal,G,VS2,61.9,55.0,1549,5.15,5.18,3.2
0.51,Good,E,SI1,63.5,54.0,1343,5.07,5.1,3.23
0.39,Ideal,G,VS1,61.3,56.0,752,4.68,4.71,2.88
1.16,Ideal,G,SI2,61.9,56.0,4880,6.73,6.77,4.18
2.0,Good,G,SI1,64.2,59.0,17902,7.93,7.84,5.06
1.7,Premium,F,VS2,62.8,58.0,18251,7.61,7.54,4.76
0.38,Very Good,E,VS2,60.5,58.0,866,4.66,4.7,2.83
0.76,Fair,H,VVS2,64.8,57.0,2699,5.67,5.81,3.71
1.51,Ideal,F,VS2,62.4,53.0,15688,7.37,7.32,4.58
0.34,Premium,D,SI1,62.0,58.0,584,4.43,4.47,2.76
1.74,Very Good,F,VS2,62.0,57.0,18430,7.65,7.7,4.76
0.3,Premium,H,VS2,62.2,59.0,473,4.28,4.31,2.67
0.3,Good,I,VVS1,63.8,56.0,709,4.26,4.23,2.71
0.5,Fair,F,SI2,65.5,54.0,1031,5.06,4.92,3.25
1.01,Good,F,SI2,63.6,59.0,4121,6.34,6.37,4.04
1.47,Premium,I,SI2,62.4,55.0,6742,7.34,7.24,4.55
2.03,Very Good,I,VS2,59.9,59.0,16422,8.32,8.24,4.96
0.54,Ideal,D,VS2,61.2,56.0,1842,5.23,5.29,3.22
1.82,Premium,I,VS1,61.4,60.0,13939,7.83,7.8,4.8
0.23,Ideal,F,VVS2,62.3,56.0,530,3.95,4.01,2.48
0.3,Premium,E,VVS2,60.1,59.0,789,4.32,4.37,2.61
0.26,Ideal,H,VS2,62.1,55.0,434,4.08,4.1,2.54
1.58,Very Good,D,SI1,62.4,60.0,12799,7.41,7.44,4.63
1.2,Ideal,E,VS2,61.3,56.0,10214,6.89,6.84,4.21
1.0,Good,H,VVS1,63.5,60.0,6183,6.3,6.36,4.02
0.31,Ideal,H,SI2,61.1,56.0,421,4.4,4.42,2.69
0.51,Ideal,E,VVS2,62.8,56.0,2211,5.13,5.15,3.23
0.34,Ideal,E,VVS2,62.3,55.0,826,4.49,4.53,2.81
1.01,Very Good,D,SI2,59.8,57.0,4260,6.51,6.57,3.91
0.81,Ideal,I,VS2,61.8,56.0,2939,6.02,5.99,3.71
0.36,Premium,G,VS2,62.5,58.0,756,4.55,4.51,2.83
0.25,Very Good,F,VVS1,62.9,55.0,633,4.04,4.06,2.55
0.26,Ideal,H,VS1,62.3,54.0,482,4.07,4.11,2.55
1.5,Premium,I,SI2,59.5,62.0,7140,7.46,7.39,4.42
0.3,Premium,H,VS1,60.1,61.0,675,4.32,4.3,2.59
1.01,Good,E,SI1,63.4,60.0,5132,6.3,6.34,4.01
0.3,Ideal,D,SI1,61.9,57.0,524,4.28,4.32,2.66
0.7,Ideal,I,VVS2,62.1,58.0,2276,5.63,5.68,3.51
0.7,Very Good,I,SI1,62.7,56.0,1918,5.64,5.68,3.55
0.55,Premium,F,SI1,62.1,62.0,1238,5.22,5.18,3.23
1.12,Ideal,E,SI2,60.9,57.0,3864,6.66,6.6,4.04
0.4,Ideal,J,VS1,62.2,54.0,633,4.72,4.76,2.95
1.01,Fair,D,VS2,65.6,61.0,6176,6.21,6.16,4.06
0.54,Premium,D,SI1,62.3,60.0,1715,5.22,5.18,3.24
1.01,Good,F,SI1,60.5,64.0,4989,6.48,6.45,3.91
0.71,Ideal,F,VVS2,61.6,56.0,4497,5.73,5.75,3.53
0.71,Ideal,G,VS2,60.6,56.0,2911,5.76,5.8,3.5
0.41,Ideal,E,VVS2,61.6,56.0,1187,4.78,4.8,2.95
0.37,Premium,F,VS2,60.6,58.0,746,4.63,4.67,2.82
1.05,Premium,H,SI2,61.7,59.0,3352,6.59,6.53,4.05
1.29,Ideal,H,SI1,61.6,57.0,6588,7.0,6.95,4.3
0.26,Ideal,D,VVS2,62.5,56.0,599,4.08,4.11,2.56
1.0,Ideal,E,VS2,62.0,56.0,6261,6.42,6.36,3.96
1.13,Ideal,G,VS1,61.0,58.0,7687,6.71,6.74,4.1
0.34,Ideal,G,VVS1,60.4,56.0,813,4.52,4.55,2.74
1.09,Very Good,I,VS2,62.6,57.0,5072,6.55,6.62,4.12
0.3,Good,H,SI2,63.9,56.0,473,4.27,4.24,2.72
0.56,Ideal,I,VVS1,61.1,55.0,1622,5.33,5.35,3.26
0.41,Ideal,D,SI1,61.6,55.0,791,4.78,4.8,2.95
0.79,Premium,G,VS1,62.3,56.0,3053,5.94,5.87,3.68
0.34,Ideal,J,VS1,62.0,54.0,464,4.52,4.55,2.81
1.5,Premium,J,VS1,62.8,59.0,9240,7.29,7.19,4.55
0.8,Good,G,VS1,63.2,60.1,3283,5.77,5.85,3.67
1.5,Good,E,VS2,57.8,63.0,14565,7.58,7.53,4.37
0.43,Premium,G,SI1,62.3,59.0,968,4.81,4.79,2.99
0.54,Ideal,G,SI2,61.8,54.0,1133,5.23,5.25,3.24
1.0,Ideal,G,SI2,60.3,57.0,3528,6.51,6.45,3.91
1.1,Very Good,G,SI1,59.4,58.0,4997,6.72,6.79,4.01
1.65,Premium,H,VS1,60.9,62.0,9314,7.58,7.51,4.6
0.32,Premium,E,SI2,59.7,60.0,576,4.45,4.43,2.65
1.52,Ideal,G,VVS1,61.4,57.0,16492,7.4,7.38,4.54
1.55,Ideal,F,VS2,62.6,57.0,14185,7.35,7.39,4.61
1.13,Ideal,F,VVS2,61.4,56.0,10327,6.77,6.72,4.14
1.51,Premium,E,VS1,62.7,58.0,16669,7.33,7.25,4.57
0.32,Very Good,I,SI1,61.6,61.0,421,4.36,4.4,2.7
0.78,Ideal,F,VS2,61.3,57.0,3259,5.91,5.93,3.63
0.55,Ideal,E,VS1,62.0,56.0,2107,5.27,5.24,3.26
1.02,Good,J,SI2,63.1,58.0,3298,6.34,6.38,4.01
0.3,Premium,I,VS1,59.1,59.0,608,4.38,4.35,2.58
1.0,Fair,H,SI2,65.1,58.0,3640,6.27,6.15,4.05
0.7,Ideal,G,SI1,62.4,56.0,2478,5.66,5.69,3.54
1.53,Ideal,G,SI2,61.7,57.0,7240,7.44,7.41,4.58
0.59,Ideal,E,SI1,61.4,56.0,1789,5.39,5.36,3.3
0.73,Very Good,E,SI2,63.3,57.0,2409,5.72,5.69,3.61
1.51,Very Good,J,VVS2,62.6,63.0,8550,7.24,7.29,4.55
0.7,Very Good,E,VS2,62.8,60.0,2755,5.59,5.65,3.53
0.7,Good,F,SI1,61.1,61.0,2445,5.68,5.71,3.48
1.29,Ideal,J,SI1,61.6,57.0,6327,6.98,7.01,4.32
1.0,Premium,G,SI2,61.8,58.0,3808,6.44,6.4,3.97
0.31,Ideal,D,VS2,61.8,57.0,942,4.38,4.36,2.7
0.67,Ideal,F,SI2,62.0,58.0,1673,5.6,5.63,3.48
0.33,Ideal,F,VS2,61.9,55.0,854,4.46,4.43,2.75
0.54,Ideal,F,VS2,59.8,58.0,1680,5.29,5.34,3.18
0.41,Premium,E,VS1,60.7,58.0,1079,4.79,4.83,2.92
0.5,Ideal,F,VVS2,62.3,57.0,1850,5.06,5.08,3.16
0.46,Ideal,E,VVS1,62.6,53.0,1816,4.93,4.97,3.1
0.71,Very Good,F,VVS1,61.8,58.0,3692,5.63,5.73,3.51
1.24,Ideal,F,SI2,61.7,57.0,5889,6.95,6.88,4.27
0.3,Premium,H,VS1,62.5,58.0,526,4.27,4.34,2.69
0.72,Very Good,I,VS2,61.1,56.0,2337,5.76,5.79,3.53
0.28,Ideal,E,VS1,61.4,56.0,625,4.24,4.2,2.59
0.47,Premium,E,SI2,58.7,60.0,1072,5.13,5.09,3.0
0.38,Ideal,F,VS2,62.4,54.0,969,4.65,4.6,2.89
1.66,Very Good,H,SI1,62.8,56.0,10134,7.53,7.57,4.74
0.31,Ideal,H,VVS1,61.8,57.0,907,4.35,4.32,2.68
1.01,Fair,H,VS1,66.1,55.0,4044,6.28,6.24,4.14
0.31,Very Good,G,VVS1,63.5,57.0,1046,4.33,4.3,2.74
0.7,Ideal,I,SI1,62.1,58.0,2083,5.68,5.72,3.54
0.31,Ideal,D,SI1,61.8,57.0,571,4.32,4.36,2.68
1.01,Good,D,SI2,57.6,62.0,4260,6.56,6.66,3.81
0.39,Ideal,E,VS2,60.8,57.0,875,4.73,4.75,2.88
1.12,Good,J,SI1,63.7,61.0,3880,6.5,6.54,4.15
2.16,Ideal,J,VS1,61.4,59.0,15714,8.27,8.33,5.1
1.01,Good,F,SI2,63.7,60.0,3897,6.37,6.29,4.02
0.4,Good,F,VVS1,60.6,62.0,1080,4.71,4.73,2.86
1.54,Very Good,I,SI2,63.3,60.0,7437,7.34,7.31,4.64
0.3,Good,J,VS1,63.3,60.0,394,4.22,4.25,2.68
0.52,Ideal,H,IF,59.2,58.0,1967,5.23,5.31,3.12
0.73,Fair,F,I1,66.9,54.0,1158,5.62,5.54,3.74
1.07,Premium,E,VS1,62.0,60.0,7909,6.58,6.49,4.05
0.42,Ideal,D,VS2,62.2,55.0,1103,4.8,4.75,2.97
0.54,Ideal,F,VVS1,60.8,56.0,2356,5.28,5.34,3.23
0.29,Ideal,H,VS2,62.8,55.0,498,4.24,4.27,2.67
0.35,Good,H,SI1,63.2,57.0,504,4.48,4.51,2.84
1.16,Very Good,I,SI1,61.5,60.4,4657,6.71,6.76,4.14
0.53,Premium,G,VS1,62.4,58.0,1721,5.16,5.2,3.23
1.03,Ideal,F,VS2,61.4,58.0,6809,6.49,6.51,3.99
2.02,Premium,I,SI1,60.9,60.0,16368,8.13,8.1,4.94
0.39,Premium,F,VS2,58.8,59.0,1053,4.83,4.8,2.83
0.75,Ideal,E,SI1,62.1,55.0,3170,5.81,5.85,3.62
1.21,Premium,I,SI2,62.3,59.0,4686,6.82,6.77,4.23
0.56,Good,E,VS2,61.4,62.0,1736,5.34,5.28,3.26
0.43,Very Good,D,SI2,63.1,59.0,858,4.81,4.8,3.03
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52
0.33,Ideal,G,VVS2,62.0,53.5,754,4.44,4.48,2.76
0.35,Ideal,F,VVS2,62.1,56.0,745,4.52,4.56,2.82
0.32,Good,D,I1,64.0,54.0,468,4.36,4.33,2.78
1.1,Ideal,E,SI1,61.3,56.0,6743,6.65,6.7,4.09
0.7,Good,E,SI1,61.6,61.0,2111,5.64,5.66,3.48
0.9,Very Good,D,SI1,60.4,59.0,4846,6.21,6.24,3.76
1.22,Ideal,I,VS1,62.3,57.0,6469,6.81,6.85,4.25
2.08,Ideal,H,SI2,61.5,57.0,15065,8.26,8.2,5.06
0.32,Good,F,SI1,63.2,55.0,533,4.37,4.4,2.77
1.17,Ideal,J,SI1,62.3,55.0,4883,6.74,6.77,4.21
0.3,Very Good,F,VVS2,62.4,57.0,694,4.25,4.27,2.66
0.42,Premium,G,IF,60.2,59.0,1400,4.8,4.87,2.91
1.0,Premium,E,SI1,61.6,59.0,5600,6.41,6.38,3.94
0.43,Premium,E,SI2,61.2,59.0,716,4.82,4.89,2.97
0.25,Good,D,VS1,57.6,60.0,399,4.15,4.18,2.4
0.41,Good,D,VVS2,63.3,59.0,949,4.71,4.73,2.99
0.3,Ideal,H,VS1,62.7,55.0,675,4.3,4.25,2.68
0.7,Good,H,VVS2,63.7,54.0,2477,5.72,5.62,3.61
0.7,Fair,F,SI1,64.8,60.0,2167,5.57,5.54,3.6
1.14,Very Good,E,SI2,61.5,58.0,5236,6.66,6.73,4.12
0.23,Very Good,E,VVS1,62.4,54.0,583,3.95,3.98,2.47
0.32,Very Good,D,VS2,58.8,59.0,646,4.49,4.52,2.65
0.5,Very Good,E,VS2,61.2,63.0,1623,5.14,5.09,3.13
1.13,Premium,G,VS2,62.5,58.0,6743,6.69,6.59,4.15
0.62,Ideal,F,VS1,62.0,54.0,2406,5.46,5.5,3.4
0.29,Ideal,H,IF,62.2,55.0,607,4.25,4.28,2.65
0.38,Premium,D,VS2,58.8,61.0,1117,4.74,4.71,2.78
0.3,Ideal,G,VVS2,62.9,55.0,819,4.31,4.28,2.7
0.42,Very Good,F,VS1,60.9,58.0,910,4.84,4.88,2.96
1.0,Fair,H,SI1,65.5,62.0,2873,6.14,6.07,4.0
1.05,Ideal,J,SI2,61.6,57.0,3616,6.55,6.51,4.02
0.31,Very Good,D,VS2,62.9,55.0,734,4.31,4.34,2.72
2.04,Premium,H,SI2,62.8,58.0,14184,8.11,8.06,5.08
0.31,Good,D,SI1,63.9,54.0,732,4.3,4.27,2.74
1.2,Very Good,F,VS1,58.7,59.0,9574,6.89,7.07,4.1
0.3,Ideal,G,SI1,62.2,57.0,477,4.26,4.29,2.66
